step,reward,cover_x,cover_y,selected_target_id,selected_target_x,selected_target_y,selected_target_risk_score,route_confidence,route_stagnation_score,coverage_rate,effective_coverage_rate,cover_latency_seconds,cover_latency_p90_seconds,response_sla_success_rate,strict_response_sla_success_rate,success_count,spawned_count,missed_count,steam_count,pending_steam_count,burst_lull_phase,active_steams
63,-0.5510226753397847,1.5257489681243896,0.041947897523641586,2,1.8687068223953247,0.21351931989192963,0.4646343871709119,0.10637627635595442,0.038461538461538464,0.3333333333333333,0.3333333333333333,2.6500000000000004,2.6500000000000004,1.0,0.3333333333333333,1,3,0,2,2,lull,1:1.65751:-0.37849:58.0;2:1.86871:0.21352:53.0
64,-0.5567568620447492,1.5290164947509766,0.04572011157870293,2,1.8687068223953247,0.21351931989192963,0.4678997778077411,0.10860769082686744,0.04230769230769231,0.3333333333333333,0.3333333333333333,2.6500000000000004,2.6500000000000004,1.0,0.3333333333333333,1,3,0,2,2,lull,1:1.65751:-0.37849:59.0;2:1.86871:0.21352:54.0
65,-0.5625165696664173,1.5323110818862915,0.04955178499221802,2,1.8687068223953247,0.21351931989192963,0.4711803564531171,0.11345864668976713,0.046153846153846156,0.3333333333333333,0.3333333333333333,2.6500000000000004,2.6500000000000004,1.0,0.3333333333333333,1,3,0,2,2,lull,1:1.65751:-0.37849:60.0;2:1.86871:0.21352:55.0
66,-0.5683020449577904,1.5356318950653076,0.05344215780496597,2,1.8687068223953247,0.21351931989192963,0.4744753184443356,0.11733283258615984,0.05,0.3333333333333333,0.3333333333333333,2.6500000000000004,2.6500000000000004,1.0,0.3333333333333333,1,3,0,2,2,lull,1:1.65751:-0.37849:61.0;2:1.86871:0.21352:56.0
67,-0.574115748145391,1.5389779806137085,0.05739046633243561,2,1.8687068223953247,0.21351931989192963,0.4777838032393374,0.11779615179741709,0.05384615384615385,0.3333333333333333,0.3333333333333333,2.6500000000000004,2.6500000000000004,1.0,0.3333333333333333,1,3,0,2,2,lull,1:1.65751:-0.37849:62.0;2:1.86871:0.21352:57.0
68,-0.5799566554369547,1.5423486232757568,0.061395954340696335,2,1.8687068223953247,0.21351931989192963,0.4811050061754182,0.12094067397126085,0.057692307692307696,0.3333333333333333,0.3333333333333333,2.6500000000000004,2.6500000000000004,1.0,0.3333333333333333,1,3,0,2,2,lull,1:1.65751:-0.37849:63.0;2:1.86871:0.21352:58.0
69,-0.5858295749353195,1.5457428693771362,0.06545787304639816,2,1.8687068223953247,0.21351931989192963,0.4844379996552936,0.12446861004437743,0.06153846153846154,0.3333333333333333,0.3333333333333333,2.6500000000000004,2.6500000000000004,1.0,0.3333333333333333,1,3,0,2,2,lull,1:1.65751:-0.37849:64.0;2:1.86871:0.21352:59.0
70,-0.5917346990224631,1.5491598844528198,0.0695754811167717,2,1.8687068223953247,0.21351931989192963,0.48778187843342113,0.12764077191922968,0.06538461538461539,0.3333333333333333,0.3333333333333333,2.6500000000000004,2.6500000000000004,1.0,0.3333333333333333,1,3,0,2,2,lull,1:1.65751:-0.37849:65.0;2:1.86871:0.21352:60.0
71,-0.5976725857185416,1.5525989532470703,0.07374803721904755,2,1.8687068223953247,0.21351931989192963,0.49113574844012914,0.1334291681651364,0.06923076923076923,0.3333333333333333,0.3333333333333333,2.6500000000000004,2.6500000000000004,1.0,0.3333333333333333,1,3,0,2,2,lull,1:1.65751:-0.37849:66.0;2:1.86871:0.21352:61.0
72,-0.6036475575223561,1.5560592412948608,0.07797480374574661,2,1.8687068223953247,0.21351931989192963,0.49449861502290793,0.13640638011047673,0.07307692307692308,0.3333333333333333,0.3333333333333333,2.6500000000000004,2.6500000000000004,1.0,0.3333333333333333,1,3,0,2,2,lull,1:1.65751:-0.37849:67.0;2:1.86871:0.21352:62.0
